Day of Week,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Wednesday,19:35,20:30,Dinner,6,55,73.94,Male,Window,Yes,4,No,56+,Sunny
Saturday,12:40,15:34,Breakfast,1,174,37.16,Female,Outdoor,Yes,5,Yes,36-45,Clear
Saturday,09:16,10:07,Breakfast,5,51,89.27,Female,Outdoor,No,1,Yes,25-35,Rainy
Monday,11:49,14:36,Dinner,6,167,15.91,Other,Window,No,1,No,56+,Cloudy
Tuesday,11:02,12:19,Breakfast,5,77,48.77,Male,Booth,Yes,4,Yes,56+,Rainy
Tuesday,09:56,11:11,Lunch,5,75,143.64,Male,Window,No,4,No,56+,Sunny
Saturday,06:39,07:46,Breakfast,3,67,149.24,Other,Booth,Yes,3,No,25-35,Sunny
Tuesday,13:52,14:28,Dinner,2,36,82.43,Other,Booth,No,2,Yes,56+,Rainy
Wednesday,11:53,14:31,Dinner,5,158,65.49,Female,Booth,No,5,Yes,46-55,Clear
Thursday,07:47,09:23,Breakfast,4,96,12.1,Male,Window,No,5,No,36-45,Cloudy
Friday,09:05,11:27,Lunch,3,142,125.15,Female,Outdoor,Yes,2,No,56+,Clear
Wednesday,10:43,11:47,Breakfast,2,64,147.17,Male,Window,Yes,1,No,36-45,Sunny
Thursday,07:39,08:56,Breakfast,6,77,41.74,Male,Outdoor,No,2,No,25-35,Sunny
Friday,07:16,09:50,Dinner,4,154,40.22,Female,Window,Yes,3,Yes,25-35,Sunny
Friday,19:22,21:52,Dinner,1,150,88.61,Male,Window,Yes,2,No,46-55,Cloudy
Wednesday,10:36,12:27,Lunch,3,111,48.42,Other,Window,Yes,2,Yes,36-45,Clear
Saturday,14:03,15:15,Breakfast,5,72,37.21,Other,Window,Yes,3,No,18-24,Clear
Tuesday,08:15,11:08,Breakfast,4,173,131.03,Male,Window,No,3,Yes,36-45,Rainy
Saturday,07:26,09:06,Lunch,2,100,99.57,Male,Outdoor,No,2,No,25-35,Cloudy
Sunday,10:20,12:25,Breakfast,2,125,81.27,Female,Window,Yes,1,No,18-24,Cloudy
Thursday,10:30,13:06,Lunch,2,156,44.38,Other,Booth,Yes,1,Yes,18-24,Cloudy
Monday,16:37,18:29,Dinner,4,112,99.78,Male,Outdoor,No,1,Yes,18-24,Cloudy
Monday,06:49,08:20,Breakfast,4,91,42.49,Female,Window,No,3,Yes,56+,Rainy
Wednesday,19:35,21:45,Dinner,5,130,108.72,Other,Booth,Yes,5,No,25-35,Clear
Thursday,14:45,16:22,Breakfast,2,97,96,Other,Outdoor,Yes,4,Yes,25-35,Rainy
Friday,08:26,10:29,Lunch,4,123,58.93,Male,Booth,Yes,2,No,56+,Clear
Sunday,06:50,08:04,Dinner,1,74,53.8,Female,Outdoor,Yes,1,Yes,56+,Clear
Friday,19:22,20:53,Breakfast,1,91,33.46,Female,Window,Yes,1,Yes,46-55,Clear
Monday,11:30,14:22,Lunch,2,172,149.18,Other,Booth,Yes,3,No,18-24,Clear
Wednesday,11:44,13:05,Dinner,5,81,123.7,Other,Window,No,3,No,25-35,Cloudy
Friday,06:14,06:46,Dinner,3,32,107.53,Female,Window,Yes,4,No,46-55,Rainy
Sunday,21:39,22:46,Lunch,1,67,19.83,Male,Outdoor,No,3,No,25-35,Cloudy
Saturday,13:00,14:08,Lunch,4,68,74.42,Female,Booth,No,5,Yes,46-55,Rainy
Wednesday,19:01,19:43,Breakfast,2,42,143.54,Other,Outdoor,No,2,Yes,56+,Rainy
Thursday,20:17,22:53,Breakfast,2,156,134.52,Female,Window,Yes,4,Yes,36-45,Clear
Sunday,12:46,15:12,Dinner,6,146,62.41,Male,Booth,Yes,3,Yes,56+,Clear
Tuesday,19:02,20:52,Breakfast,3,110,113.78,Female,Booth,No,4,Yes,36-45,Clear
Thursday,18:43,19:36,Breakfast,3,53,70.54,Female,Booth,No,3,No,25-35,Clear
Monday,08:59,10:45,Dinner,6,106,99.93,Male,Outdoor,Yes,1,Yes,36-45,Clear
Saturday,21:25,23:47,Lunch,6,142,81.44,Female,Outdoor,Yes,2,No,18-24,Cloudy
Monday,18:56,20:12,Lunch,6,76,44.59,Male,Booth,Yes,2,Yes,25-35,Cloudy
Tuesday,10:06,11:24,Lunch,1,78,12.64,Male,Booth,No,4,No,18-24,Clear
Friday,12:28,14:40,Lunch,3,132,127.31,Male,Booth,Yes,2,Yes,18-24,Clear
Monday,10:05,12:15,Lunch,3,130,10.14,Female,Window,No,5,Yes,25-35,Rainy
Sunday,15:47,18:32,Dinner,4,165,44.68,Female,Booth,No,4,Yes,46-55,Cloudy
Wednesday,18:24,21:06,Dinner,3,162,123.95,Other,Outdoor,No,1,Yes,36-45,Sunny
Thursday,21:55,22:36,Dinner,2,41,148.08,Male,Outdoor,No,4,No,36-45,Clear
Sunday,14:27,15:08,Lunch,3,41,72.35,Other,Booth,No,1,Yes,25-35,Sunny
Thursday,17:49,20:46,Breakfast,4,177,149.54,Female,Booth,Yes,5,No,36-45,Rainy
Sunday,12:35,13:59,Breakfast,3,84,47.79,Female,Booth,Yes,1,No,25-35,Rainy
Wednesday,15:13,17:47,Breakfast,6,154,38.66,Female,Outdoor,Yes,1,No,46-55,Sunny
Sunday,06:28,07:21,Lunch,2,53,103.13,Other,Outdoor,Yes,1,No,36-45,Cloudy
Saturday,15:39,18:12,Breakfast,5,153,16.92,Female,Window,Yes,2,Yes,25-35,Cloudy
Monday,12:26,14:57,Lunch,1,151,138.18,Other,Booth,No,2,Yes,46-55,Clear
Monday,10:40,11:38,Breakfast,2,58,54.93,Other,Window,Yes,1,No,56+,Clear
Monday,10:23,11:55,Dinner,3,92,126.05,Female,Window,Yes,4,No,25-35,Rainy
Sunday,16:16,18:50,Lunch,2,154,88.34,Male,Booth,No,3,Yes,18-24,Rainy
Sunday,09:32,10:19,Dinner,2,47,117.8,Other,Window,No,3,No,36-45,Rainy
Tuesday,20:03,22:49,Breakfast,4,166,55.32,Other,Booth,Yes,2,Yes,25-35,Clear
Monday,09:25,10:36,Breakfast,1,71,57.32,Male,Booth,Yes,1,No,25-35,Sunny
Friday,21:19,00:16,Dinner,2,177,62.57,Female,Booth,Yes,1,No,25-35,Sunny
Monday,16:17,18:39,Breakfast,4,142,47.28,Other,Window,No,1,No,25-35,Rainy
Monday,21:05,21:48,Lunch,6,43,116.3,Female,Outdoor,Yes,5,Yes,25-35,Clear
Monday,07:22,09:32,Dinner,6,130,123.82,Male,Outdoor,Yes,2,No,18-24,Rainy
Saturday,11:58,14:41,Breakfast,3,163,97.71,Other,Window,Yes,1,No,36-45,Sunny
Tuesday,08:21,09:10,Dinner,2,49,40.06,Male,Booth,Yes,3,Yes,18-24,Rainy
Saturday,09:47,10:18,Lunch,6,31,19.91,Other,Window,No,5,Yes,56+,Clear
Tuesday,08:19,08:58,Lunch,1,39,133.23,Male,Window,Yes,5,Yes,36-45,Sunny
Monday,06:33,09:27,Breakfast,5,174,100.6,Female,Outdoor,No,5,No,18-24,Rainy
Sunday,07:33,10:24,Lunch,4,171,92.21,Other,Window,No,1,Yes,46-55,Cloudy
Saturday,10:12,11:52,Breakfast,6,100,68.03,Other,Booth,No,1,No,56+,Clear
Monday,15:14,17:24,Lunch,6,130,44.29,Female,Outdoor,Yes,4,Yes,56+,Cloudy
Saturday,06:29,07:07,Lunch,5,38,140.81,Female,Window,No,4,Yes,56+,Cloudy
Friday,08:05,09:35,Breakfast,2,90,56.78,Male,Window,No,5,No,56+,Rainy
Thursday,10:30,11:49,Dinner,6,79,71.16,Male,Booth,No,4,Yes,25-35,Cloudy
